"","year","Country","sex","age","rate","mean_climate"
"1799",1991,"Brazil","female","75+ years",3.24,25.2921666666667
"1800",1991,"Brazil","female","5-14 years",0.2,25.2921666666667
"1801",1991,"Bulgaria","female","5-14 years",0.988,10.1806666666667
"1802",1991,"Bulgaria","female","35-54 years",5.74,10.1806666666667
"1803",1991,"Bulgaria","female","25-34 years",3.85,10.1806666666667
"1804",1991,"Bulgaria","female","55-74 years",18.8,10.1806666666667
"1805",1991,"Bulgaria","female","75+ years",29.5,10.1806666666667
"1806",1991,"Bulgaria","female","15-24 years",3.65,10.1806666666667
"1807",1991,"Canada","female","35-54 years",7.38,-4.42666666666667
"1808",1991,"Canada","female","75+ years",3.89,-4.42666666666667
"1809",1991,"Canada","female","5-14 years",0.488,-4.42666666666667
"1810",1991,"Canada","female","55-74 years",6.8,-4.42666666666667
"1811",1991,"Canada","female","25-34 years",7.24,-4.42666666666667
"1812",1991,"Canada","female","15-24 years",4.03,-4.42666666666667
"1813",1991,"Chile","female","15-24 years",2.79,9.72541666666667
"1814",1991,"Chile","female","55-74 years",2.13,9.72541666666667
"1815",1991,"Chile","female","35-54 years",2.89,9.72541666666667
"1816",1991,"Chile","female","75+ years",2.68,9.72541666666667
"1817",1991,"Chile","female","5-14 years",0.561,9.72541666666667
"1818",1991,"Chile","female","25-34 years",2.48,9.72541666666667
"1819",1991,"Colombia","female","5-14 years",0.222,25.3418333333333
"1820",1991,"Colombia","female","35-54 years",1.1,25.3418333333333
"1821",1991,"Colombia","female","25-34 years",1.8,25.3418333333333
"1822",1991,"Colombia","female","15-24 years",2.85,25.3418333333333
"1823",1991,"Colombia","female","75+ years",1,25.3418333333333
"1824",1991,"Colombia","female","55-74 years",0.746,25.3418333333333
"1825",1991,"Costa Rica","female","5-14 years",0,26.2899166666667
"1826",1991,"Costa Rica","female","55-74 years",0,26.2899166666667
"1827",1991,"Costa Rica","female","75+ years",0,26.2899166666667
"1828",1991,"Costa Rica","female","25-34 years",1.12,26.2899166666667
"1829",1991,"Costa Rica","female","15-24 years",3.5,26.2899166666667
"1830",1991,"Costa Rica","female","35-54 years",2.09,26.2899166666667
"1831",1991,"Czech Republic","female","15-24 years",4.31,7.772
"1832",1991,"Czech Republic","female","75+ years",29.5,7.772
"1833",1991,"Czech Republic","female","55-74 years",16.7,7.772
"1834",1991,"Czech Republic","female","35-54 years",10.9,7.772
"1835",1991,"Czech Republic","female","5-14 years",0.136,7.772
"1836",1991,"Czech Republic","female","25-34 years",6.73,7.772
"1837",1991,"Ecuador","female","15-24 years",11,22.5295
"1838",1991,"Ecuador","female","75+ years",1.16,22.5295
"1839",1991,"Ecuador","female","5-14 years",0.695,22.5295
"1840",1991,"Ecuador","female","35-54 years",1.99,22.5295
"1841",1991,"Ecuador","female","55-74 years",2.3,22.5295
"1842",1991,"Ecuador","female","25-34 years",4.42,22.5295
"1843",1991,"El Salvador","female","55-74 years",1.31,25.64075
"1844",1991,"El Salvador","female","75+ years",2.26,25.64075
"1845",1991,"El Salvador","female","15-24 years",18.1,25.64075
"1846",1991,"El Salvador","female","5-14 years",1.2,25.64075
"1847",1991,"El Salvador","female","25-34 years",7.13,25.64075
"1848",1991,"El Salvador","female","35-54 years",3.47,25.64075
"1849",1991,"Finland","female","5-14 years",0,2.32825
"1850",1991,"Finland","female","75+ years",12.6,2.32825
"1851",1991,"Finland","female","15-24 years",7.29,2.32825
"1852",1991,"Finland","female","25-34 years",10.5,2.32825
"1853",1991,"Finland","female","55-74 years",16.3,2.32825
"1854",1991,"Finland","female","35-54 years",18.6,2.32825
"1855",1991,"France","female","5-14 years",0.112,13.1395
"1856",1991,"France","female","25-34 years",8.47,13.1395
"1857",1991,"France","female","15-24 years",4.06,13.1395
"1858",1991,"France","female","75+ years",25.6,13.1395
"1859",1991,"France","female","35-54 years",14.5,13.1395
"1860",1991,"France","female","55-74 years",18.6,13.1395
"1861",1991,"Georgia","female","75+ years",5.78,8.85708333333333
"1862",1991,"Georgia","female","5-14 years",0.234,8.85708333333333
"1863",1991,"Georgia","female","35-54 years",2.16,8.85708333333333
"1864",1991,"Georgia","female","25-34 years",0.893,8.85708333333333
"1865",1991,"Georgia","female","55-74 years",3.58,8.85708333333333
"1866",1991,"Georgia","female","15-24 years",0.956,8.85708333333333
"1867",1991,"Germany","female","75+ years",29.5,8.52308333333333
"1868",1991,"Germany","female","5-14 years",0.12,8.52308333333333
"1869",1991,"Germany","female","35-54 years",11.1,8.52308333333333
"1870",1991,"Germany","female","15-24 years",3.63,8.52308333333333
"1871",1991,"Germany","female","55-74 years",16.1,8.52308333333333
"1872",1991,"Germany","female","25-34 years",6.33,8.52308333333333
"1873",1991,"Greece","female","35-54 years",2.16,14.4128333333333
"1874",1991,"Greece","female","5-14 years",0,14.4128333333333
"1875",1991,"Greece","female","25-34 years",1.37,14.4128333333333
"1876",1991,"Greece","female","75+ years",4.2,14.4128333333333
"1877",1991,"Greece","female","15-24 years",0.657,14.4128333333333
"1878",1991,"Greece","female","55-74 years",2.34,14.4128333333333
"1879",1991,"Grenada","female","15-24 years",0,27.1416666666667
"1880",1991,"Grenada","female","55-74 years",0,27.1416666666667
"1881",1991,"Grenada","female","75+ years",0,27.1416666666667
"1882",1991,"Grenada","female","5-14 years",0,27.1416666666667
"1883",1991,"Grenada","female","25-34 years",0,27.1416666666667
"1884",1991,"Grenada","female","35-54 years",0,27.1416666666667
"1885",1991,"Guatemala","female","35-54 years",0.993,23.8775833333333
"1886",1991,"Guatemala","female","55-74 years",1.21,23.8775833333333
"1887",1991,"Guatemala","female","25-34 years",0.971,23.8775833333333
"1888",1991,"Guatemala","female","15-24 years",1.59,23.8775833333333
"1889",1991,"Guatemala","female","75+ years",0,23.8775833333333
"1890",1991,"Guatemala","female","5-14 years",0,23.8775833333333
"1891",1991,"Guyana","female","55-74 years",7.72,26.44175
"1892",1991,"Guyana","female","75+ years",0,26.44175
"1893",1991,"Guyana","female","25-34 years",4.62,26.44175
"1894",1991,"Guyana","female","35-54 years",6.16,26.44175
"1895",1991,"Guyana","female","15-24 years",24,26.44175
"1896",1991,"Guyana","female","5-14 years",0,26.44175
"1897",1991,"Hungary","female","5-14 years",0.287,9.68016666666667
"1898",1991,"Hungary","female","15-24 years",5.34,9.68016666666667
"1899",1991,"Hungary","female","35-54 years",22.9,9.68016666666667
"1900",1991,"Hungary","female","25-34 years",13,9.68016666666667
"1901",1991,"Hungary","female","75+ years",72.4,9.68016666666667
"1902",1991,"Hungary","female","55-74 years",33.3,9.68016666666667
"1903",1991,"Iceland","female","5-14 years",4.85,2.54008333333333
"1904",1991,"Iceland","female","35-54 years",10.2,2.54008333333333
"1905",1991,"Iceland","female","75+ years",0,2.54008333333333
"1906",1991,"Iceland","female","15-24 years",4.85,2.54008333333333
"1907",1991,"Iceland","female","55-74 years",15.8,2.54008333333333
"1908",1991,"Iceland","female","25-34 years",0,2.54008333333333
"1909",1991,"Ireland","female","55-74 years",7.04,9.82516666666667
"1910",1991,"Ireland","female","25-34 years",5.96,9.82516666666667
"1911",1991,"Ireland","female","35-54 years",5.75,9.82516666666667
"1912",1991,"Ireland","female","5-14 years",0,9.82516666666667
"1913",1991,"Ireland","female","75+ years",2.02,9.82516666666667
"1914",1991,"Ireland","female","15-24 years",1.36,9.82516666666667
"1915",1991,"Israel","female","55-74 years",9.74,20.0219166666667
"1916",1991,"Israel","female","25-34 years",2.56,20.0219166666667
"1917",1991,"Israel","female","75+ years",18.9,20.0219166666667
"1918",1991,"Israel","female","15-24 years",2.12,20.0219166666667
"1919",1991,"Israel","female","35-54 years",5.02,20.0219166666667
"1920",1991,"Israel","female","5-14 years",0,20.0219166666667
"1921",1991,"Italy","female","75+ years",9.63,12.8535
"1922",1991,"Italy","female","55-74 years",7.43,12.8535
"1923",1991,"Italy","female","5-14 years",0.0643,12.8535
"1924",1991,"Italy","female","15-24 years",1.6,12.8535
"1925",1991,"Italy","female","35-54 years",4.47,12.8535
"1926",1991,"Italy","female","25-34 years",3.23,12.8535
"1927",1991,"Jamaica","female","75+ years",0,26.6878333333333
"1928",1991,"Jamaica","female","5-14 years",0,26.6878333333333
"1929",1991,"Jamaica","female","55-74 years",0,26.6878333333333
"1930",1991,"Jamaica","female","15-24 years",0,26.6878333333333
"1931",1991,"Jamaica","female","35-54 years",0,26.6878333333333
"1932",1991,"Jamaica","female","25-34 years",0,26.6878333333333
"1933",1991,"Japan","female","55-74 years",19.8,12.7831666666667
"1934",1991,"Japan","female","15-24 years",4.73,12.7831666666667
"1935",1991,"Japan","female","25-34 years",8.31,12.7831666666667
"1936",1991,"Japan","female","5-14 years",0.186,12.7831666666667
"1937",1991,"Japan","female","75+ years",43.1,12.7831666666667
"1938",1991,"Japan","female","35-54 years",11.2,12.7831666666667
"1939",1991,"Kazakhstan","female","5-14 years",0.654,6.471
"1940",1991,"Kazakhstan","female","15-24 years",10.3,6.471
"1941",1991,"Kazakhstan","female","25-34 years",7.23,6.471
"1942",1991,"Kazakhstan","female","35-54 years",9.85,6.471
"1943",1991,"Kazakhstan","female","55-74 years",15.2,6.471
"1944",1991,"Kazakhstan","female","75+ years",30.9,6.471
"1945",1991,"Kiribati","female","55-74 years",0,27.3630833333333
"1946",1991,"Kiribati","female","35-54 years",0,27.3630833333333
"1947",1991,"Kiribati","female","75+ years",0,27.3630833333333
"1948",1991,"Kiribati","female","25-34 years",16.4,27.3630833333333
"1949",1991,"Kiribati","female","15-24 years",14.7,27.3630833333333
"1950",1991,"Kiribati","female","5-14 years",0,27.3630833333333
"1951",1991,"Kyrgyzstan","female","55-74 years",15.5,3.78333333333333
"1952",1991,"Kyrgyzstan","female","35-54 years",6.91,3.78333333333333
"1953",1991,"Kyrgyzstan","female","15-24 years",9.1,3.78333333333333
"1954",1991,"Kyrgyzstan","female","5-14 years",0.583,3.78333333333333
"1955",1991,"Kyrgyzstan","female","75+ years",24,3.78333333333333
"1956",1991,"Kyrgyzstan","female","25-34 years",4.46,3.78333333333333
"1957",1991,"Luxembourg","female","15-24 years",0,9.45308333333333
"1958",1991,"Luxembourg","female","75+ years",6.41,9.45308333333333
"1959",1991,"Luxembourg","female","25-34 years",3.07,9.45308333333333
"1960",1991,"Luxembourg","female","5-14 years",0,9.45308333333333
"1961",1991,"Luxembourg","female","55-74 years",22.8,9.45308333333333
"1962",1991,"Luxembourg","female","35-54 years",23,9.45308333333333
"1963",1991,"Malta","female","75+ years",0,18.5900833333333
"1964",1991,"Malta","female","55-74 years",0,18.5900833333333
"1965",1991,"Malta","female","35-54 years",2.01,18.5900833333333
"1966",1991,"Malta","female","15-24 years",0,18.5900833333333
"1967",1991,"Malta","female","5-14 years",0,18.5900833333333
"1968",1991,"Malta","female","25-34 years",0,18.5900833333333
"1969",1991,"Mauritius","female","15-24 years",16.1,24.138
"1970",1991,"Mauritius","female","55-74 years",9.33,24.138
"1971",1991,"Mauritius","female","35-54 years",7.89,24.138
"1972",1991,"Mauritius","female","75+ years",0,24.138
"1973",1991,"Mauritius","female","5-14 years",2.97,24.138
"1974",1991,"Mauritius","female","25-34 years",11.3,24.138
"1975",1991,"Mexico","female","75+ years",1.2,20.8396666666667
"1976",1991,"Mexico","female","55-74 years",0.88,20.8396666666667
"1977",1991,"Mexico","female","15-24 years",1.19,20.8396666666667
"1978",1991,"Mexico","female","35-54 years",1.03,20.8396666666667
"1979",1991,"Mexico","female","5-14 years",0.175,20.8396666666667
"1980",1991,"Mexico","female","25-34 years",1.08,20.8396666666667
"1981",1991,"Netherlands","female","35-54 years",9.42,9.75125
"1982",1991,"Netherlands","female","15-24 years",3.57,9.75125
"1983",1991,"Netherlands","female","75+ years",11.4,9.75125
"1984",1991,"Netherlands","female","5-14 years",0,9.75125
"1985",1991,"Netherlands","female","25-34 years",8.59,9.75125
"1986",1991,"Netherlands","female","55-74 years",13.3,9.75125
"1987",1991,"New Zealand","female","5-14 years",0,10.5343333333333
"1988",1991,"New Zealand","female","55-74 years",6.63,10.5343333333333
"1989",1991,"New Zealand","female","75+ years",1.01,10.5343333333333
"1990",1991,"New Zealand","female","15-24 years",5.53,10.5343333333333
"1991",1991,"New Zealand","female","25-34 years",6.58,10.5343333333333
"1992",1991,"New Zealand","female","35-54 years",9.23,10.5343333333333
"1993",1991,"Norway","female","15-24 years",4.46,1.1335
"1994",1991,"Norway","female","55-74 years",14.8,1.1335
"1995",1991,"Norway","female","5-14 years",0.394,1.1335
"1996",1991,"Norway","female","75+ years",9.9,1.1335
"1997",1991,"Norway","female","25-34 years",7.96,1.1335
"1998",1991,"Norway","female","35-54 years",10.7,1.1335
"1999",1991,"Paraguay","female","25-34 years",1.29,24.1156666666667
"2000",1991,"Paraguay","female","35-54 years",1.13,24.1156666666667
"2001",1991,"Paraguay","female","15-24 years",3.2,24.1156666666667
"2002",1991,"Paraguay","female","75+ years",0,24.1156666666667
"2003",1991,"Paraguay","female","5-14 years",0.727,24.1156666666667
"2004",1991,"Paraguay","female","55-74 years",1.26,24.1156666666667
"2005",1991,"Poland","female","75+ years",5.58,7.94466666666667
"2006",1991,"Poland","female","35-54 years",7.18,7.94466666666667
"2007",1991,"Poland","female","55-74 years",7.68,7.94466666666667
"2008",1991,"Poland","female","25-34 years",4.02,7.94466666666667
"2009",1991,"Poland","female","15-24 years",2.4,7.94466666666667
"2010",1991,"Poland","female","5-14 years",0.247,7.94466666666667
"2011",1991,"Portugal","female","5-14 years",0.435,15.2328333333333
"2012",1991,"Portugal","female","15-24 years",2.11,15.2328333333333
"2013",1991,"Portugal","female","35-54 years",4.95,15.2328333333333
"2014",1991,"Portugal","female","55-74 years",8.13,15.2328333333333
"2015",1991,"Portugal","female","25-34 years",3.97,15.2328333333333
"2016",1991,"Portugal","female","75+ years",10.7,15.2328333333333
"2017",1991,"Puerto Rico","female","15-24 years",0.637,25.8796666666667
"2018",1991,"Puerto Rico","female","75+ years",2.82,25.8796666666667
"2019",1991,"Puerto Rico","female","5-14 years",0,25.8796666666667
"2020",1991,"Puerto Rico","female","35-54 years",4.01,25.8796666666667
"2021",1991,"Puerto Rico","female","25-34 years",2.3,25.8796666666667
"2022",1991,"Puerto Rico","female","55-74 years",3.4,25.8796666666667
"2023",1991,"Romania","female","15-24 years",2.67,8.72816666666667
"2024",1991,"Romania","female","35-54 years",5.48,8.72816666666667
"2025",1991,"Romania","female","25-34 years",4.1,8.72816666666667
"2026",1991,"Romania","female","75+ years",11.6,8.72816666666667
"2027",1991,"Romania","female","5-14 years",0.114,8.72816666666667
"2028",1991,"Romania","female","55-74 years",8.18,8.72816666666667
"2029",1991,"Saint Lucia","female","75+ years",0,27.0871666666667
"2030",1991,"Saint Lucia","female","25-34 years",0,27.0871666666667
"2031",1991,"Saint Lucia","female","15-24 years",0,27.0871666666667
"2032",1991,"Saint Lucia","female","55-74 years",0,27.0871666666667
"2033",1991,"Saint Lucia","female","5-14 years",0,27.0871666666667
"2034",1991,"Saint Lucia","female","35-54 years",0,27.0871666666667
"2035",1991,"Singapore","female","5-14 years",2.04,26.9940833333333
"2036",1991,"Singapore","female","25-34 years",9.57,26.9940833333333
"2037",1991,"Singapore","female","35-54 years",6.77,26.9940833333333
"2038",1991,"Singapore","female","15-24 years",7.22,26.9940833333333
"2039",1991,"Singapore","female","75+ years",57.2,26.9940833333333
"2040",1991,"Singapore","female","55-74 years",16.6,26.9940833333333
"2041",1991,"Spain","female","55-74 years",7.45,14.0071666666667
"2042",1991,"Spain","female","15-24 years",2.22,14.0071666666667
"2043",1991,"Spain","female","25-34 years",2.68,14.0071666666667
"2044",1991,"Spain","female","35-54 years",3.2,14.0071666666667
"2045",1991,"Spain","female","75+ years",12.4,14.0071666666667
"2046",1991,"Spain","female","5-14 years",0.192,14.0071666666667
"2047",1991,"Suriname","female","15-24 years",22.5,26.6764166666667
"2048",1991,"Suriname","female","25-34 years",14.1,26.6764166666667
"2049",1991,"Suriname","female","55-74 years",20.5,26.6764166666667
"2050",1991,"Suriname","female","75+ years",25.4,26.6764166666667
"2051",1991,"Suriname","female","35-54 years",2.67,26.6764166666667
"2052",1991,"Suriname","female","5-14 years",4.67,26.6764166666667
"2053",1991,"Sweden","female","25-34 years",10.6,3.459
"2054",1991,"Sweden","female","15-24 years",4.97,3.459
"2055",1991,"Sweden","female","35-54 years",14.1,3.459
"2056",1991,"Sweden","female","75+ years",14.5,3.459
"2057",1991,"Sweden","female","5-14 years",0.625,3.459
"2058",1991,"Sweden","female","55-74 years",14.8,3.459
"2059",1991,"Thailand","female","55-74 years",4.24,26.6533333333333
"2060",1991,"Thailand","female","15-24 years",7.76,26.6533333333333
"2061",1991,"Thailand","female","35-54 years",4.23,26.6533333333333
"2062",1991,"Thailand","female","5-14 years",0.21,26.6533333333333
"2063",1991,"Thailand","female","25-34 years",5.54,26.6533333333333
"2064",1991,"Thailand","female","75+ years",4.13,26.6533333333333
"2065",1991,"Turkmenistan","female","5-14 years",0.217,15.5210833333333
"2066",1991,"Turkmenistan","female","55-74 years",11.5,15.5210833333333
"2067",1991,"Turkmenistan","female","75+ years",6.17,15.5210833333333
"2068",1991,"Turkmenistan","female","15-24 years",8.65,15.5210833333333
"2069",1991,"Turkmenistan","female","25-34 years",6.37,15.5210833333333
"2070",1991,"Turkmenistan","female","35-54 years",5.2,15.5210833333333
"2071",1991,"Ukraine","female","5-14 years",0.518,8.30016666666667
"2072",1991,"Ukraine","female","35-54 years",9.47,8.30016666666667
"2073",1991,"Ukraine","female","55-74 years",14.6,8.30016666666667
"2074",1991,"Ukraine","female","75+ years",24.6,8.30016666666667
"2075",1991,"Ukraine","female","15-24 years",3.92,8.30016666666667
"2076",1991,"Ukraine","female","25-34 years",4.89,8.30016666666667
"2077",1991,"United Kingdom","female","5-14 years",0.0287,8.82833333333333
"2078",1991,"United Kingdom","female","35-54 years",4.63,8.82833333333333
"2079",1991,"United Kingdom","female","75+ years",5.65,8.82833333333333
"2080",1991,"United Kingdom","female","55-74 years",5.39,8.82833333333333
"2081",1991,"United Kingdom","female","25-34 years",3.61,8.82833333333333
"2082",1991,"United Kingdom","female","15-24 years",2.31,8.82833333333333
"2083",1991,"United States","female","35-54 years",6.95,9.49366666666667
"2084",1991,"United States","female","5-14 years",0.331,9.49366666666667
"2085",1991,"United States","female","15-24 years",3.81,9.49366666666667
"2086",1991,"United States","female","55-74 years",6.29,9.49366666666667
"2087",1991,"United States","female","25-34 years",5.38,9.49366666666667
"2088",1991,"United States","female","75+ years",5.87,9.49366666666667
"2089",1991,"Uzbekistan","female","5-14 years",0.273,13.0310833333333
"2090",1991,"Uzbekistan","female","75+ years",13.9,13.0310833333333
"2091",1991,"Uzbekistan","female","25-34 years",4.27,13.0310833333333
"2092",1991,"Uzbekistan","female","55-74 years",6.66,13.0310833333333
"2093",1991,"Uzbekistan","female","15-24 years",5.95,13.0310833333333
"2094",1991,"Uzbekistan","female","35-54 years",4.64,13.0310833333333
"2095",1992,"Albania","female","75+ years",0,13.0846666666667
"2096",1992,"Albania","female","55-74 years",0.606,13.0846666666667
"2097",1992,"Albania","female","5-14 years",0,13.0846666666667
"2098",1992,"Albania","female","15-24 years",2.39,13.0846666666667
"2099",1992,"Albania","female","25-34 years",1.5,13.0846666666667
"2100",1992,"Albania","female","35-54 years",0.619,13.0846666666667
"2101",1992,"Argentina","female","5-14 years",0.397,14.7391666666667
"2102",1992,"Argentina","female","25-34 years",3.39,14.7391666666667
"2103",1992,"Argentina","female","35-54 years",3.73,14.7391666666667
"2104",1992,"Argentina","female","55-74 years",5.79,14.7391666666667
"2105",1992,"Argentina","female","15-24 years",2.84,14.7391666666667
"2106",1992,"Argentina","female","75+ years",6.78,14.7391666666667
"2107",1992,"Armenia","female","25-34 years",0,7.61466666666667
"2108",1992,"Armenia","female","55-74 years",3.8,7.61466666666667
"2109",1992,"Armenia","female","5-14 years",0,7.61466666666667
"2110",1992,"Armenia","female","35-54 years",1.46,7.61466666666667
"2111",1992,"Armenia","female","75+ years",3.75,7.61466666666667
"2112",1992,"Armenia","female","15-24 years",0.345,7.61466666666667
"2113",1992,"Australia","female","55-74 years",7.41,21.9325833333333
"2114",1992,"Australia","female","5-14 years",0.163,21.9325833333333
"2115",1992,"Australia","female","35-54 years",6.31,21.9325833333333
"2116",1992,"Australia","female","15-24 years",5.62,21.9325833333333
"2117",1992,"Australia","female","75+ years",9.05,21.9325833333333
"2118",1992,"Australia","female","25-34 years",6.8,21.9325833333333
"2119",1992,"Austria","female","75+ years",28.1,7.61558333333333
"2120",1992,"Austria","female","5-14 years",0.223,7.61558333333333
"2121",1992,"Austria","female","25-34 years",7.57,7.61558333333333
"2122",1992,"Austria","female","15-24 years",6.06,7.61558333333333
"2123",1992,"Austria","female","35-54 years",15.8,7.61558333333333
"2124",1992,"Austria","female","55-74 years",16.3,7.61558333333333
"2125",1992,"Azerbaijan","female","15-24 years",1.24,10.7213333333333
"2126",1992,"Azerbaijan","female","25-34 years",1.42,10.7213333333333
"2127",1992,"Azerbaijan","female","5-14 years",0,10.7213333333333
"2128",1992,"Azerbaijan","female","55-74 years",2.59,10.7213333333333
"2129",1992,"Azerbaijan","female","75+ years",5.14,10.7213333333333
"2130",1992,"Azerbaijan","female","35-54 years",0.604,10.7213333333333
"2131",1992,"Barbados","female","75+ years",0,26.9046666666667
"2132",1992,"Barbados","female","55-74 years",5,26.9046666666667
"2133",1992,"Barbados","female","15-24 years",0,26.9046666666667
"2134",1992,"Barbados","female","35-54 years",3.45,26.9046666666667
"2135",1992,"Barbados","female","25-34 years",4.17,26.9046666666667
"2136",1992,"Barbados","female","5-14 years",0,26.9046666666667
"2137",1992,"Belarus","female","35-54 years",12,7.132
"2138",1992,"Belarus","female","55-74 years",13.7,7.132
"2139",1992,"Belarus","female","5-14 years",0.504,7.132
"2140",1992,"Belarus","female","15-24 years",4.38,7.132
"2141",1992,"Belarus","female","25-34 years",6.16,7.132
"2142",1992,"Belarus","female","75+ years",21.7,7.132
"2143",1992,"Belgium","female","35-54 years",13.2,10.48925
"2144",1992,"Belgium","female","55-74 years",18.7,10.48925
"2145",1992,"Belgium","female","75+ years",21.9,10.48925
"2146",1992,"Belgium","female","5-14 years",0,10.48925
"2147",1992,"Belgium","female","25-34 years",8.82,10.48925
"2148",1992,"Belgium","female","15-24 years",4.42,10.48925
"2149",1992,"Brazil","female","5-14 years",0.204,25.2513333333333
"2150",1992,"Brazil","female","75+ years",2.95,25.2513333333333
"2151",1992,"Brazil","female","25-34 years",2.02,25.2513333333333
"2152",1992,"Brazil","female","35-54 years",2.49,25.2513333333333
"2153",1992,"Brazil","female","55-74 years",2.42,25.2513333333333
"2154",1992,"Brazil","female","15-24 years",1.89,25.2513333333333
"2155",1992,"Bulgaria","female","55-74 years",16.7,11.02175
"2156",1992,"Bulgaria","female","15-24 years",4.82,11.02175
"2157",1992,"Bulgaria","female","5-14 years",0.714,11.02175
"2158",1992,"Bulgaria","female","35-54 years",7.01,11.02175
"2159",1992,"Bulgaria","female","25-34 years",4.89,11.02175
"2160",1992,"Bulgaria","female","75+ years",44.3,11.02175
"2161",1992,"Canada","female","35-54 years",8.37,-4.92891666666667
"2162",1992,"Canada","female","5-14 years",0.42,-4.92891666666667
"2163",1992,"Canada","female","25-34 years",6.2,-4.92891666666667
"2164",1992,"Canada","female","75+ years",4.19,-4.92891666666667
"2165",1992,"Canada","female","15-24 years",6.04,-4.92891666666667
"2166",1992,"Canada","female","55-74 years",6.31,-4.92891666666667
"2167",1992,"Chile","female","15-24 years",2.38,9.73775
"2168",1992,"Chile","female","75+ years",0,9.73775
"2169",1992,"Chile","female","55-74 years",1.56,9.73775
"2170",1992,"Chile","female","25-34 years",2.07,9.73775
"2171",1992,"Chile","female","35-54 years",1.79,9.73775
"2172",1992,"Chile","female","5-14 years",0.236,9.73775
"2173",1992,"Colombia","female","35-54 years",1.47,25.5335833333333
"2174",1992,"Colombia","female","75+ years",0.364,25.5335833333333
"2175",1992,"Colombia","female","5-14 years",0.449,25.5335833333333
"2176",1992,"Colombia","female","15-24 years",3.33,25.5335833333333
"2177",1992,"Colombia","female","25-34 years",1.77,25.5335833333333
"2178",1992,"Colombia","female","55-74 years",0.456,25.5335833333333
"2179",1992,"Costa Rica","female","15-24 years",1.73,26.36175
"2180",1992,"Costa Rica","female","55-74 years",1.56,26.36175
"2181",1992,"Costa Rica","female","35-54 years",1.33,26.36175
"2182",1992,"Costa Rica","female","25-34 years",4.4,26.36175
"2183",1992,"Costa Rica","female","75+ years",0,26.36175
"2184",1992,"Costa Rica","female","5-14 years",0,26.36175
"2185",1992,"Cuba","female","15-24 years",22.2,25.8595833333333
"2186",1992,"Cuba","female","25-34 years",18.5,25.8595833333333
"2187",1992,"Cuba","female","5-14 years",2.09,25.8595833333333
"2188",1992,"Cuba","female","35-54 years",20,25.8595833333333
"2189",1992,"Cuba","female","55-74 years",31.4,25.8595833333333
"2190",1992,"Cuba","female","75+ years",34.6,25.8595833333333
"2191",1992,"Czech Republic","female","15-24 years",2.79,9.10383333333333
"2192",1992,"Czech Republic","female","55-74 years",15.8,9.10383333333333
"2193",1992,"Czech Republic","female","5-14 years",0,9.10383333333333
"2194",1992,"Czech Republic","female","35-54 years",11.2,9.10383333333333
"2195",1992,"Czech Republic","female","75+ years",30.8,9.10383333333333
"2196",1992,"Czech Republic","female","25-34 years",7.88,9.10383333333333
"2197",1992,"Ecuador","female","55-74 years",0.989,22.6115
"2198",1992,"Ecuador","female","35-54 years",2.1,22.6115
"2199",1992,"Ecuador","female","5-14 years",1.03,22.6115
"2200",1992,"Ecuador","female","15-24 years",8.59,22.6115
"2201",1992,"Ecuador","female","25-34 years",4.85,22.6115
"2202",1992,"Ecuador","female","75+ years",3.15,22.6115
"2203",1992,"El Salvador","female","55-74 years",0.879,25.7819166666667
"2204",1992,"El Salvador","female","75+ years",4.69,25.7819166666667
"2205",1992,"El Salvador","female","5-14 years",0.89,25.7819166666667
"2206",1992,"El Salvador","female","15-24 years",14.9,25.7819166666667
"2207",1992,"El Salvador","female","25-34 years",8.98,25.7819166666667
"2208",1992,"El Salvador","female","35-54 years",3.53,25.7819166666667
"2209",1992,"Finland","female","75+ years",9.46,2.64958333333333
"2210",1992,"Finland","female","35-54 years",18.1,2.64958333333333
"2211",1992,"Finland","female","5-14 years",0.317,2.64958333333333
"2212",1992,"Finland","female","25-34 years",12.5,2.64958333333333
"2213",1992,"Finland","female","55-74 years",14,2.64958333333333
"2214",1992,"Finland","female","15-24 years",8.31,2.64958333333333
"2215",1992,"France","female","35-54 years",14.2,13.4629166666667
"2216",1992,"France","female","25-34 years",8.93,13.4629166666667
"2217",1992,"France","female","15-24 years",4.3,13.4629166666667
"2218",1992,"France","female","55-74 years",17.1,13.4629166666667
"2219",1992,"France","female","75+ years",24.3,13.4629166666667
"2220",1992,"France","female","5-14 years",0.0838,13.4629166666667
"2221",1992,"Georgia","female","75+ years",4.32,7.39091666666667
"2222",1992,"Georgia","female","25-34 years",1.83,7.39091666666667
"2223",1992,"Georgia","female","5-14 years",0,7.39091666666667
"2224",1992,"Georgia","female","35-54 years",1.86,7.39091666666667
"2225",1992,"Georgia","female","55-74 years",3.22,7.39091666666667
"2226",1992,"Georgia","female","15-24 years",2.17,7.39091666666667
"2227",1992,"Germany","female","5-14 years",0.283,9.50583333333333
"2228",1992,"Germany","female","75+ years",29.1,9.50583333333333
"2229",1992,"Germany","female","35-54 years",10.1,9.50583333333333
"2230",1992,"Germany","female","15-24 years",3.32,9.50583333333333
"2231",1992,"Germany","female","25-34 years",5.8,9.50583333333333
"2232",1992,"Germany","female","55-74 years",15.4,9.50583333333333
"2233",1992,"Greece","female","5-14 years",0,14.7853333333333
"2234",1992,"Greece","female","25-34 years",1.35,14.7853333333333
