"","Country","year","sex","rate","mean_climate"
"1011","Cuba",2001,"female",8.62e-05,25.8564166666667
"1012","Cuba",2001,"male",0.00023,25.8564166666667
"1013","Cuba",2002,"female",8.77e-05,26.313
"1014","Cuba",2002,"male",0.000219,26.313
"1015","Cuba",2003,"male",0.000213,26.3615833333333
"1016","Cuba",2003,"female",7.1e-05,26.3615833333333
"1017","Cuba",2004,"male",0.000216,26.2689166666667
"1018","Cuba",2004,"female",7.03e-05,26.2689166666667
"1019","Cuba",2005,"female",6.62e-05,26.1440833333333
"1020","Cuba",2005,"male",0.000197,26.1440833333333
"1021","Cuba",2006,"female",5.13e-05,26.1545
"1022","Cuba",2006,"male",0.000207,26.1545
"1023","Cuba",2007,"female",4.99e-05,26.27975
"1024","Cuba",2007,"male",0.000195,26.27975
"1025","Cuba",2008,"male",0.000199,26.05475
"1026","Cuba",2008,"female",5.8e-05,26.05475
"1027","Cuba",2009,"female",6.28e-05,26.0223333333333
"1028","Cuba",2009,"male",0.000213,26.0223333333333
"1029","Cuba",2010,"male",0.000229,25.6273333333333
"1030","Cuba",2010,"female",6.14e-05,25.6273333333333
"1031","Cuba",2011,"male",0.000226,26.153
"1032","Cuba",2011,"female",5.86e-05,26.153
"1033","Cuba",2012,"male",0.000223,26.059
"1034","Cuba",2012,"female",5.5e-05,26.059
"1035","Cuba",2013,"female",5.52e-05,26.2504444444444
"1036","Cuba",2013,"male",0.000223,26.2504444444444
"1037","Cyprus",1999,"female",0,20.07375
"1038","Cyprus",1999,"male",2.32e-06,20.07375
"1039","Cyprus",2000,"female",0,19.442
"1040","Cyprus",2000,"male",1.59e-05,19.442
"1041","Cyprus",2004,"male",1.48e-05,19.59575
"1042","Cyprus",2004,"female",5.67e-06,19.59575
"1043","Cyprus",2005,"female",1.39e-05,19.5870833333333
"1044","Cyprus",2005,"male",3.5e-05,19.5870833333333
"1045","Cyprus",2006,"female",1.92e-05,19.5401666666667
"1046","Cyprus",2006,"male",3.44e-05,19.5401666666667
"1047","Cyprus",2007,"male",4.21e-05,19.9453333333333
"1048","Cyprus",2007,"female",1.07e-05,19.9453333333333
"1049","Cyprus",2008,"male",8.5e-05,20.14475
"1050","Cyprus",2008,"female",2.62e-05,20.14475
"1051","Cyprus",2009,"male",6.69e-05,20.1573333333333
"1052","Cyprus",2009,"female",1.78e-05,20.1573333333333
"1053","Cyprus",2010,"female",1.98e-05,20.952
"1054","Cyprus",2010,"male",7.85e-05,20.952
"1055","Cyprus",2011,"male",6.44e-05,19.6819166666667
"1056","Cyprus",2011,"female",1.21e-05,19.6819166666667
"1057","Cyprus",2012,"female",4.76e-06,20.012
"1058","Cyprus",2012,"male",8.62e-05,20.012
"1059","Cyprus",2013,"female",1.19e-05,20.349875
"1060","Cyprus",2013,"male",0.000101,20.349875
"1061","Czech Republic",1990,"male",0.000305,8.96266666666667
"1062","Czech Republic",1990,"female",0.000112,8.96266666666667
"1063","Czech Republic",1991,"female",0.000102,7.772
"1064","Czech Republic",1991,"male",0.000298,7.772
"1065","Czech Republic",1992,"male",0.000317,9.10383333333333
"1066","Czech Republic",1992,"female",0.000101,9.10383333333333
"1067","Czech Republic",1993,"female",0.000101,8.142
"1068","Czech Republic",1993,"male",0.000301,8.142
"1069","Czech Republic",1994,"female",0.000106,9.45241666666667
"1070","Czech Republic",1994,"male",0.000285,9.45241666666667
"1071","Czech Republic",1995,"male",0.000272,8.41175
"1072","Czech Republic",1995,"female",8.93e-05,8.41175
"1073","Czech Republic",1996,"female",7.19e-05,6.85008333333333
"1074","Czech Republic",1996,"male",0.000255,6.85008333333333
"1075","Czech Republic",1997,"male",0.000276,8.13933333333333
"1076","Czech Republic",1997,"female",7.04e-05,8.13933333333333
"1077","Czech Republic",1998,"male",0.000267,8.696
"1078","Czech Republic",1998,"female",6.83e-05,8.696
"1079","Czech Republic",1999,"female",6.43e-05,8.89725
"1080","Czech Republic",1999,"male",0.00027,8.89725
"1081","Czech Republic",2000,"female",6.95e-05,9.659
"1082","Czech Republic",2000,"male",0.000272,9.659
"1083","Czech Republic",2001,"male",0.00027,8.37883333333333
"1084","Czech Republic",2001,"female",6.51e-05,8.37883333333333
"1085","Czech Republic",2002,"male",0.000257,9.20366666666667
"1086","Czech Republic",2002,"female",6.34e-05,9.20366666666667
"1087","Czech Republic",2003,"male",0.000288,8.87133333333333
"1088","Czech Republic",2003,"female",7.06e-05,8.87133333333333
"1089","Czech Republic",2004,"male",0.000272,8.44591666666667
"1090","Czech Republic",2004,"female",5.93e-05,8.44591666666667
"1091","Czech Republic",2005,"female",5.82e-05,8.32791666666667
"1092","Czech Republic",2005,"male",0.000268,8.32791666666667
"1093","Czech Republic",2006,"female",5.14e-05,8.86533333333333
"1094","Czech Republic",2006,"male",0.00024,8.86533333333333
"1095","Czech Republic",2007,"male",0.00024,9.60133333333333
"1096","Czech Republic",2007,"female",4.57e-05,9.60133333333333
"1097","Czech Republic",2008,"male",0.000232,9.41475
"1098","Czech Republic",2008,"female",5.06e-05,9.41475
"1099","Czech Republic",2009,"male",0.000253,8.96566666666667
"1100","Czech Republic",2009,"female",4.61e-05,8.96566666666667
"1101","Czech Republic",2010,"female",5.06e-05,7.75225
"1102","Czech Republic",2010,"male",0.000256,7.75225
"1103","Czech Republic",2011,"female",5e-05,9.17216666666667
"1104","Czech Republic",2011,"male",0.000276,9.17216666666667
"1105","Czech Republic",2012,"male",0.000284,8.92758333333333
"1106","Czech Republic",2012,"female",5.49e-05,8.92758333333333
"1107","Czech Republic",2013,"male",0.000266,9.281
"1108","Czech Republic",2013,"female",5.58e-05,9.281
"1109","Denmark",1994,"male",0.000283,-18.0854166666667
"1110","Denmark",1994,"female",0.000129,-18.0854166666667
"1111","Denmark",1995,"male",0.00026,-17.6978333333333
"1112","Denmark",1995,"female",0.00012,-17.6978333333333
"1113","Denmark",1996,"female",0.000105,-16.8056666666667
"1114","Denmark",1996,"male",0.000261,-16.8056666666667
"1115","Denmark",1997,"male",0.00023,-17.4553333333333
"1116","Denmark",1997,"female",0.000103,-17.4553333333333
"1117","Denmark",1998,"male",0.000224,-16.6209166666667
"1118","Denmark",1998,"female",8.59e-05,-16.6209166666667
"1119","Denmark",1999,"male",0.00023,-17.6990833333333
"1120","Denmark",1999,"female",7.89e-05,-17.6990833333333
"1121","Denmark",2000,"male",0.000216,-16.8245
"1122","Denmark",2000,"female",7.69e-05,-16.8245
"1123","Denmark",2001,"male",0.000205,-17.06775
"1124","Denmark",2001,"female",8.65e-05,-17.06775
"1125","Denmark",2002,"female",7.24e-05,-16.2910833333333
"1126","Denmark",2002,"male",0.000202,-16.2910833333333
"1127","Denmark",2003,"female",5.97e-05,-15.7470833333333
"1128","Denmark",2003,"male",0.000192,-15.7470833333333
"1129","Denmark",2004,"male",0.000187,-16.7705833333333
"1130","Denmark",2004,"female",7.47e-05,-16.7705833333333
"1131","Denmark",2005,"male",0.000182,-15.643
"1132","Denmark",2005,"female",6.75e-05,-15.643
"1133","Denmark",2006,"female",6.88e-05,-16.5743333333333
"1134","Denmark",2006,"male",0.000187,-16.5743333333333
"1135","Denmark",2007,"female",6.93e-05,-16.5330833333333
"1136","Denmark",2007,"male",0.000158,-16.5330833333333
"1137","Denmark",2008,"male",0.000164,-16.8433333333333
"1138","Denmark",2008,"female",7.09e-05,-16.8433333333333
"1139","Denmark",2009,"male",0.000186,-16.7831666666667
"1140","Denmark",2009,"female",5.53e-05,-16.7831666666667
"1141","Denmark",2010,"male",0.000157,-15.08575
"1142","Denmark",2010,"female",5.99e-05,-15.08575
"1143","Denmark",2011,"male",0.000168,-16.6414166666667
"1144","Denmark",2011,"female",5.74e-05,-16.6414166666667
"1145","Denmark",2012,"female",6.27e-05,-16.2609166666667
"1146","Denmark",2012,"male",0.000189,-16.2609166666667
"1147","Denmark",2013,"female",5.98e-05,-14.92725
"1148","Denmark",2013,"male",0.000171,-14.92725
"1149","Dominica",1985,"female",0,26.27475
"1150","Dominica",1985,"male",0,26.27475
"1151","Ecuador",1985,"female",3e-05,21.83825
"1152","Ecuador",1985,"male",7.24e-05,21.83825
"1153","Ecuador",1986,"female",3.35e-05,22.0715
"1154","Ecuador",1986,"male",6.2e-05,22.0715
"1155","Ecuador",1987,"male",6.17e-05,22.8470833333333
"1156","Ecuador",1987,"female",3.15e-05,22.8470833333333
"1157","Ecuador",1988,"female",3.32e-05,22.1309166666667
"1158","Ecuador",1988,"male",7.51e-05,22.1309166666667
"1159","Ecuador",1989,"female",3.83e-05,21.8764166666667
"1160","Ecuador",1989,"male",6.21e-05,21.8764166666667
"1161","Ecuador",1990,"female",3.49e-05,22.43475
"1162","Ecuador",1990,"male",6.68e-05,22.43475
"1163","Ecuador",1991,"male",6.69e-05,22.5295
"1164","Ecuador",1991,"female",4.17e-05,22.5295
"1165","Ecuador",1992,"female",3.73e-05,22.6115
"1166","Ecuador",1992,"male",7.18e-05,22.6115
"1167","Ecuador",1993,"male",7.4e-05,22.4215833333333
"1168","Ecuador",1993,"female",4.69e-05,22.4215833333333
"1169","Ecuador",1994,"female",3.52e-05,22.2170833333333
"1170","Ecuador",1994,"male",7e-05,22.2170833333333
"1171","Ecuador",1995,"female",3.62e-05,22.5741666666667
"1172","Ecuador",1995,"male",7.34e-05,22.5741666666667
"1173","Ecuador",1996,"male",7.76e-05,22.0325
"1174","Ecuador",1996,"female",3.87e-05,22.0325
"1175","Ecuador",1997,"male",7.47e-05,23.0829166666667
"1176","Ecuador",1997,"female",3.63e-05,23.0829166666667
"1177","Ecuador",1998,"female",3.25e-05,23.121
"1178","Ecuador",1998,"male",6.99e-05,23.121
"1179","Ecuador",1999,"male",7.82e-05,21.9021666666667
"1180","Ecuador",1999,"female",3.49e-05,21.9021666666667
"1181","Ecuador",2000,"male",6.68e-05,22.026
"1182","Ecuador",2000,"female",2.94e-05,22.026
"1183","Ecuador",2001,"male",7.04e-05,22.2360833333333
"1184","Ecuador",2001,"female",3.27e-05,22.2360833333333
"1185","Ecuador",2002,"female",3.12e-05,22.7636666666667
"1186","Ecuador",2002,"male",6.88e-05,22.7636666666667
"1187","Ecuador",2003,"female",3.77e-05,22.6683333333333
"1188","Ecuador",2003,"male",7.7e-05,22.6683333333333
"1189","Ecuador",2004,"female",3.93e-05,22.6479166666667
"1190","Ecuador",2004,"male",9.26e-05,22.6479166666667
"1191","Ecuador",2005,"female",4.25e-05,22.5295
"1192","Ecuador",2005,"male",0.000112,22.5295
"1193","Ecuador",2006,"female",4.78e-05,22.6031666666667
"1194","Ecuador",2006,"male",9.68e-05,22.6031666666667
"1195","Ecuador",2007,"female",4.32e-05,22.35975
"1196","Ecuador",2007,"male",0.000115,22.35975
"1197","Ecuador",2008,"female",3.95e-05,22.22425
"1198","Ecuador",2008,"male",0.000104,22.22425
"1199","Ecuador",2009,"female",3.73e-05,22.6771666666667
"1200","Ecuador",2009,"male",0.00011,22.6771666666667
"1201","Ecuador",2010,"female",3.8e-05,22.6399166666667
"1202","Ecuador",2010,"male",9.87e-05,22.6399166666667
"1203","Ecuador",2011,"male",9.65e-05,22.3366666666667
"1204","Ecuador",2011,"female",3.88e-05,22.3366666666667
"1205","Ecuador",2012,"male",0.000103,22.4459166666667
"1206","Ecuador",2012,"female",3.83e-05,22.4459166666667
"1207","Ecuador",2013,"male",6.99e-05,22.264125
"1208","Ecuador",2013,"female",2.64e-05,22.264125
"1209","El Salvador",1990,"male",0.000172,25.5665
"1210","El Salvador",1990,"female",8.43e-05,25.5665
"1211","El Salvador",1991,"male",0.000144,25.64075
"1212","El Salvador",1991,"female",6.52e-05,25.64075
"1213","El Salvador",1992,"male",0.000122,25.7819166666667
"1214","El Salvador",1992,"female",6.23e-05,25.7819166666667
"1215","El Salvador",1993,"female",6.3e-05,25.6630833333333
"1216","El Salvador",1993,"male",0.000119,25.6630833333333
"1217","El Salvador",1995,"female",8.06e-05,25.7340833333333
"1218","El Salvador",1995,"male",0.000179,25.7340833333333
"1219","El Salvador",1996,"male",0.000158,25.3544166666667
"1220","El Salvador",1996,"female",6.61e-05,25.3544166666667
"1221","El Salvador",1997,"male",0.000159,26.03575
"1222","El Salvador",1997,"female",7.7e-05,26.03575
"1223","El Salvador",1998,"male",0.000144,26.1310833333333
"1224","El Salvador",1998,"female",6.41e-05,26.1310833333333
"1225","El Salvador",1999,"male",0.000143,25.2795833333333
"1226","El Salvador",1999,"female",6.4e-05,25.2795833333333
"1227","El Salvador",2000,"male",0.00013,25.4071666666667
"1228","El Salvador",2000,"female",5.31e-05,25.4071666666667
"1229","El Salvador",2001,"female",5.61e-05,25.4929166666667
"1230","El Salvador",2001,"male",0.000147,25.4929166666667
"1231","El Salvador",2002,"male",0.000122,25.7104166666667
"1232","El Salvador",2002,"female",4.82e-05,25.7104166666667
"1233","El Salvador",2003,"female",5.01e-05,25.7240833333333
"1234","El Salvador",2003,"male",0.000155,25.7240833333333
"1235","El Salvador",2004,"male",0.000138,25.7425833333333
"1236","El Salvador",2004,"female",4.1e-05,25.7425833333333
"1237","El Salvador",2005,"male",0.000132,25.6228333333333
"1238","El Salvador",2005,"female",4.17e-05,25.6228333333333
"1239","El Salvador",2006,"female",4.12e-05,25.7585
"1240","El Salvador",2006,"male",0.000114,25.7585
"1241","El Salvador",2007,"male",0.000151,25.4751666666667
"1242","El Salvador",2007,"female",3.88e-05,25.4751666666667
"1243","El Salvador",2008,"male",0.000144,25.24825
"1244","El Salvador",2008,"female",3.99e-05,25.24825
"1245","El Salvador",2009,"male",0.000151,25.7875833333333
"1246","El Salvador",2009,"female",3.86e-05,25.7875833333333
"1247","El Salvador",2010,"female",3.22e-05,25.4586666666667
"1248","El Salvador",2010,"male",0.000116,25.4586666666667
"1249","El Salvador",2011,"male",0.00014,25.5496666666667
"1250","El Salvador",2011,"female",3.98e-05,25.5496666666667
"1251","El Salvador",2012,"male",0.000151,25.5603333333333
"1252","El Salvador",2012,"female",3.88e-05,25.5603333333333
"1253","El Salvador",2013,"female",3.25e-05,25.9107777777778
"1254","El Salvador",2013,"male",0.000146,25.9107777777778
"1255","Estonia",1995,"male",0.000747,6.16583333333333
"1256","Estonia",1995,"female",0.000175,6.16583333333333
"1257","Estonia",1996,"female",0.000154,4.5785
"1258","Estonia",1996,"male",0.000702,4.5785
"1259","Estonia",1997,"female",0.000126,5.77833333333333
"1260","Estonia",1997,"male",0.000705,5.77833333333333
"1261","Estonia",1998,"female",0.000113,5.36141666666667
"1262","Estonia",1998,"male",0.000653,5.36141666666667
"1263","Estonia",1999,"female",0.000131,6.45683333333333
"1264","Estonia",1999,"male",0.000623,6.45683333333333
"1265","Estonia",2000,"female",0.000123,7.00875
"1266","Estonia",2000,"male",0.000467,7.00875
"1267","Estonia",2001,"female",0.000121,5.973
"1268","Estonia",2001,"male",0.000513,5.973
"1269","Estonia",2002,"male",0.00049,6.21158333333333
"1270","Estonia",2002,"female",0.000102,6.21158333333333
"1271","Estonia",2003,"female",9.4e-05,5.66216666666667
"1272","Estonia",2003,"male",0.000456,5.66216666666667
"1273","Estonia",2004,"female",8.46e-05,5.94083333333333
"1274","Estonia",2004,"male",0.00044,5.94083333333333
"1275","Estonia",2005,"female",7.65e-05,6.00141666666667
"1276","Estonia",2005,"male",0.000369,6.00141666666667
"1277","Estonia",2006,"male",0.000323,6.53183333333333
"1278","Estonia",2006,"female",8.14e-05,6.53183333333333
"1279","Estonia",2007,"female",6.73e-05,6.83083333333333
"1280","Estonia",2007,"male",0.000349,6.83083333333333
"1281","Estonia",2008,"male",0.000324,7.26783333333333
"1282","Estonia",2008,"female",7.79e-05,7.26783333333333
"1283","Estonia",2009,"female",7.24e-05,6.06183333333333
"1284","Estonia",2009,"male",0.000378,6.06183333333333
"1285","Estonia",2010,"female",6.23e-05,5.043
"1286","Estonia",2010,"male",0.000312,5.043
"1287","Estonia",2011,"male",0.000308,6.86533333333333
"1288","Estonia",2011,"female",5.96e-05,6.86533333333333
"1289","Estonia",2012,"male",0.000327,5.486
"1290","Estonia",2012,"female",7.01e-05,5.486
"1291","Estonia",2013,"female",7.06e-05,6.96175
"1292","Estonia",2013,"male",0.000296,6.96175
"1293","Fiji",2001,"female",2.26e-05,25.7514166666667
"1294","Fiji",2001,"male",7.67e-05,25.7514166666667
"1295","Fiji",2002,"male",7.08e-05,25.7133333333333
"1296","Fiji",2002,"female",4.49e-05,25.7133333333333
"1297","Fiji",2003,"female",1.12e-05,25.4466666666667
"1298","Fiji",2003,"male",1.63e-05,25.4466666666667
"1299","Fiji",2004,"female",2.24e-05,25.50775
"1300","Fiji",2004,"male",4.32e-05,25.50775
"1301","Fiji",2005,"female",1.67e-05,25.6434166666667
"1302","Fiji",2005,"male",4.29e-05,25.6434166666667
"1303","Fiji",2006,"male",3.99e-05,25.6315
"1304","Fiji",2006,"female",2.49e-05,25.6315
"1305","Fiji",2007,"male",2.63e-05,26.0553333333333
"1306","Fiji",2007,"female",8.21e-06,26.0553333333333
"1307","Fiji",2008,"male",6.51e-05,25.7301666666667
"1308","Fiji",2008,"female",3.25e-05,25.7301666666667
"1309","Fiji",2009,"male",4.89e-05,25.2274166666667
"1310","Fiji",2009,"female",1.87e-05,25.2274166666667
"1311","Fiji",2011,"male",7.58e-05,25.7228333333333
"1312","Fiji",2011,"female",2.1e-05,25.7228333333333
"1313","Fiji",2012,"female",2.6e-05,25.47825
"1314","Fiji",2012,"male",5.52e-05,25.47825
"1315","Finland",1987,"male",0.000478,-0.15625
"1316","Finland",1987,"female",0.000125,-0.15625
"1317","Finland",1988,"male",0.000495,1.8565
"1318","Finland",1988,"female",0.000123,1.8565
"1319","Finland",1989,"female",0.000123,3.67033333333333
"1320","Finland",1989,"male",0.000497,3.67033333333333
"1321","Finland",1990,"female",0.000132,2.94325
"1322","Finland",1990,"male",0.000528,2.94325
"1323","Finland",1991,"male",0.000523,2.32825
"1324","Finland",1991,"female",0.000125,2.32825
"1325","Finland",1992,"female",0.000121,2.64958333333333
"1326","Finland",1992,"male",0.000506,2.64958333333333
"1327","Finland",1993,"female",0.000119,1.78291666666667
"1328","Finland",1993,"male",0.000481,1.78291666666667
"1329","Finland",1994,"male",0.000468,1.77391666666667
"1330","Finland",1994,"female",0.000125,1.77391666666667
"1331","Finland",1995,"male",0.000465,2.35408333333333
"1332","Finland",1995,"female",0.000125,2.35408333333333
"1333","Finland",1996,"male",0.000414,1.69308333333333
"1334","Finland",1996,"female",0.000114,1.69308333333333
"1335","Finland",1997,"female",0.000115,2.22758333333333
"1336","Finland",1997,"male",0.000443,2.22758333333333
"1337","Finland",1998,"female",0.000107,1.22675
"1338","Finland",1998,"male",0.000408,1.22675
"1339","Finland",1999,"male",0.000403,2.3225
"1340","Finland",1999,"female",0.000101,2.3225
"1341","Finland",2000,"male",0.000367,3.59066666666667
"1342","Finland",2000,"female",0.000117,3.59066666666667
"1343","Finland",2001,"male",0.000391,2.09525
"1344","Finland",2001,"female",0.000108,2.09525
"1345","Finland",2002,"female",0.000108,2.23016666666667
"1346","Finland",2002,"male",0.000344,2.23016666666667
"1347","Finland",2003,"female",0.000103,2.49983333333333
"1348","Finland",2003,"male",0.000339,2.49983333333333
"1349","Finland",2004,"male",0.000337,2.61475
"1350","Finland",2004,"female",9.95e-05,2.61475
"1351","Finland",2005,"male",0.000299,3.23025
"1352","Finland",2005,"female",0.000106,3.23025
"1353","Finland",2006,"male",0.00033,2.89216666666667
"1354","Finland",2006,"female",0.000102,2.89216666666667
"1355","Finland",2007,"female",9.54e-05,3.09233333333333
"1356","Finland",2007,"male",0.000308,3.09233333333333
"1357","Finland",2008,"male",0.000326,3.20091666666667
"1358","Finland",2008,"female",9.04e-05,3.20091666666667
"1359","Finland",2009,"female",0.000106,2.43925
"1360","Finland",2009,"male",0.000308,2.43925
"1361","Finland",2010,"male",0.00029,1.14375
"1362","Finland",2010,"female",9.13e-05,1.14375
"1363","Finland",2011,"male",0.000285,3.54116666666667
"1364","Finland",2011,"female",7.78e-05,3.54116666666667
"1365","Finland",2012,"male",0.000262,1.90725
"1366","Finland",2012,"female",8.37e-05,1.90725
"1367","Finland",2013,"male",0.000264,4.064125
"1368","Finland",2013,"female",8.44e-05,4.064125
"1369","France",1985,"female",0.000136,12.628
"1370","France",1985,"male",0.000356,12.628
"1371","France",1986,"female",0.000138,12.8716666666667
"1372","France",1986,"male",0.000354,12.8716666666667
"1373","France",1987,"female",0.000134,12.9551666666667
"1374","France",1987,"male",0.000341,12.9551666666667
"1375","France",1988,"male",0.000325,13.5809166666667
"1376","France",1988,"female",0.000125,13.5809166666667
"1377","France",1989,"male",0.000328,13.9300833333333
"1378","France",1989,"female",0.000125,13.9300833333333
"1379","France",1990,"female",0.000118,14.0388333333333
"1380","France",1990,"male",0.000318,14.0388333333333
"1381","France",1991,"male",0.000318,13.1395
"1382","France",1991,"female",0.00012,13.1395
"1383","France",1992,"female",0.000116,13.4629166666667
"1384","France",1992,"male",0.000324,13.4629166666667
"1385","France",1993,"female",0.000122,13.1501666666667
"1386","France",1993,"male",0.000338,13.1501666666667
"1387","France",1994,"female",0.000114,14.1561666666667
"1388","France",1994,"male",0.000337,14.1561666666667
"1389","France",1995,"male",0.000325,13.89975
"1390","France",1995,"female",0.000115,13.89975
"1391","France",1996,"female",0.00011,13.0139166666667
"1392","France",1996,"male",0.000307,13.0139166666667
"1393","France",1997,"male",0.000303,14.096
"1394","France",1997,"female",0.000107,14.096
"1395","France",1998,"male",0.00029,13.7206666666667
"1396","France",1998,"female",9.71e-05,13.7206666666667
"1397","France",1999,"male",0.000279,13.9049166666667
"1398","France",1999,"female",1e-04,13.9049166666667
"1399","France",2000,"male",0.000298,13.9673333333333
"1400","France",2000,"female",0.000101,13.9673333333333
"1401","France",2001,"male",0.000285,13.6965
"1402","France",2001,"female",9.74e-05,13.6965
"1403","France",2002,"male",0.000285,14.0481666666667
"1404","France",2002,"female",0.000101,14.0481666666667
"1405","France",2003,"male",0.000295,14.3379166666667
"1406","France",2003,"female",9.74e-05,14.3379166666667
"1407","France",2004,"male",0.000286,13.6640833333333
"1408","France",2004,"female",0.000101,13.6640833333333
"1409","France",2005,"female",9.78e-05,13.69425
"1410","France",2005,"male",0.000283,13.69425
"1411","France",2006,"male",0.000272,14.1438333333333
"1412","France",2006,"female",9.45e-05,14.1438333333333
"1413","France",2007,"female",8.99e-05,13.8965833333333
"1414","France",2007,"male",0.000264,13.8965833333333
"1415","France",2008,"female",9.03e-05,13.5815
"1416","France",2008,"male",0.00027,13.5815
"1417","France",2009,"female",8.99e-05,13.9416666666667
"1418","France",2009,"male",0.000274,13.9416666666667
"1419","France",2010,"male",0.000268,13.1154166666667
"1420","France",2010,"female",8.96e-05,13.1154166666667
"1421","France",2011,"male",0.000272,14.4795833333333
"1422","France",2011,"female",8.53e-05,14.4795833333333
"1423","France",2012,"male",0.000254,13.7071666666667
"1424","France",2012,"female",7.84e-05,13.7071666666667
"1425","France",2013,"female",7.67e-05,13.584625
"1426","France",2013,"male",0.00025,13.584625
"1427","Georgia",1990,"female",2.12e-05,8.84425
"1428","Georgia",1990,"male",5.97e-05,8.84425
"1429","Georgia",1991,"female",1.92e-05,8.85708333333333
"1430","Georgia",1991,"male",5.21e-05,8.85708333333333
"1431","Georgia",1992,"female",2.01e-05,7.39091666666667
"1432","Georgia",1992,"male",6.44e-05,7.39091666666667
"1433","Georgia",1994,"female",1.38e-05,8.71833333333333
"1434","Georgia",1994,"male",4.24e-05,8.71833333333333
"1435","Georgia",1995,"male",5.12e-05,9.42758333333333
"1436","Georgia",1995,"female",1.37e-05,9.42758333333333
"1437","Georgia",1996,"female",1.66e-05,9.11791666666667
"1438","Georgia",1996,"male",6.13e-05,9.11791666666667
"1439","Georgia",1997,"female",1.55e-05,8.55066666666667
"1440","Georgia",1997,"male",7.09e-05,8.55066666666667
"1441","Georgia",1998,"female",1.34e-05,9.85875
"1442","Georgia",1998,"male",5.98e-05,9.85875
"1443","Georgia",1999,"female",1.89e-05,9.76916666666667
"1444","Georgia",1999,"male",7.49e-05,9.76916666666667
"1445","Georgia",2000,"female",1.26e-05,9.31116666666667
"1446","Georgia",2000,"male",5.23e-05,9.31116666666667
"1447","Georgia",2001,"female",1.23e-05,9.86175
"1448","Georgia",2001,"male",3.76e-05,9.86175
"1449","Georgia",2004,"female",1.29e-05,9.21858333333333
"1450","Georgia",2004,"male",7.68e-05,9.21858333333333
"1451","Georgia",2005,"female",8.21e-06,9.4135
"1452","Georgia",2005,"male",3.56e-05,9.4135
"1453","Georgia",2006,"female",5.89e-06,9.40375
"1454","Georgia",2006,"male",3.01e-05,9.40375
"1455","Georgia",2007,"male",4.3e-05,9.52591666666667
"1456","Georgia",2007,"female",9.09e-06,9.52591666666667
"1457","Georgia",2009,"male",7.6e-05,9.55208333333333
"1458","Georgia",2009,"female",1.77e-05,9.55208333333333
"1459","Georgia",2010,"male",4.84e-05,11.1024166666667
"1460","Georgia",2010,"female",7.23e-06,11.1024166666667
"1461","Georgia",2011,"male",4.23e-05,8.52375
"1462","Georgia",2011,"female",6.77e-06,8.52375
"1463","Georgia",2012,"male",4.58e-05,9.78733333333333
"1464","Georgia",2012,"female",5.88e-06,9.78733333333333
"1465","Georgia",2013,"male",6.75e-05,10.686625
"1466","Georgia",2013,"female",1.04e-05,10.686625
"1467","Germany",1990,"female",0.000113,9.6895
"1468","Germany",1990,"male",0.000265,9.6895
"1469","Germany",1991,"male",0.000266,8.52308333333333
"1470","Germany",1991,"female",0.000111,8.52308333333333
"1471","Germany",1992,"male",0.000254,9.50583333333333
"1472","Germany",1992,"female",0.000105,9.50583333333333
"1473","Germany",1993,"female",9.42e-05,8.6335
"1474","Germany",1993,"male",0.000241,8.6335
"1475","Germany",1994,"male",0.000244,9.847
"1476","Germany",1994,"female",9.02e-05,9.847
"1477","Germany",1995,"male",0.000245,9.0335
"1478","Germany",1995,"female",9.18e-05,9.0335
"1479","Germany",1996,"male",0.000231,7.37441666666667
"1480","Germany",1996,"female",8.73e-05,7.37441666666667
"1481","Germany",1997,"female",8.53e-05,9.04866666666667
"1482","Germany",1997,"male",0.000233,9.04866666666667
"1483","Germany",1998,"female",7.66e-05,9.17175
"1484","Germany",1998,"male",0.000226,9.17175
"1485","Germany",1999,"female",7.67e-05,9.62075
"1486","Germany",1999,"male",0.000213,9.62075
"1487","Germany",2000,"female",7.31e-05,10.0204166666667
"1488","Germany",2000,"male",0.000214,10.0204166666667
"1489","Germany",2001,"female",7.39e-05,9.09041666666667
"1490","Germany",2001,"male",0.000215,9.09041666666667
"1491","Germany",2002,"female",7.59e-05,9.63733333333333
"1492","Germany",2002,"male",0.000212,9.63733333333333
"1493","Germany",2003,"male",0.000213,9.49425
"1494","Germany",2003,"female",7.37e-05,9.49425
"1495","Germany",2004,"female",6.93e-05,9.05341666666667
"1496","Germany",2004,"male",0.000207,9.05341666666667
"1497","Germany",2005,"male",0.000196,9.12841666666667
"1498","Germany",2005,"female",6.79e-05,9.12841666666667
"1499","Germany",2006,"female",6.31e-05,9.706
"1500","Germany",2006,"male",0.000188,9.706
"1501","Germany",2007,"male",0.000182,9.9975
"1502","Germany",2007,"female",5.95e-05,9.9975
"1503","Germany",2008,"male",0.000183,9.64216666666667
"1504","Germany",2008,"female",6.01e-05,9.64216666666667
"1505","Germany",2009,"male",0.000188,9.35916666666667
"1506","Germany",2009,"female",5.92e-05,9.35916666666667
"1507","Germany",2010,"male",0.000195,8.009
"1508","Germany",2010,"female",6.4e-05,8.009
"1509","Germany",2011,"female",6.26e-05,9.81958333333333
"1510","Germany",2011,"male",0.000199,9.81958333333333
"1511","Germany",2012,"male",0.000189,9.22716666666667
"1512","Germany",2012,"female",6.52e-05,9.22716666666667
"1513","Germany",2013,"female",6.67e-05,9.23525
